rank,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,release_date,duration
41,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,11,38,54,294326,6,2023-06-23,245.0
42,"Emcee L (Da LAB), Da LAB, Badbies",Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),Yin Yang Media,5,34,184,286908,6,2020-12-29,234.0
43,Phương Ly,Anh Là Ngoại Lệ Của Em,WM Vietnam,7,36,39,281823,6,2023-10-05,188.0
44,SOOBIN,giá như,WDND,13,109,12,271642,6,2024-06-25,223.0
45,"GREY D, Chillies",đưa em về nhàa,M Music Records,3,37,63,270150,6,2023-04-24,240.0
46,Sabrina Carpenter,Espresso,Island Records,13,41,11,268747,6,2024-04-12,175.0
47,Sơn Tùng M-TP,Nơi Này Có Anh,Universal Music Indochina Distributed Labels,5,39,265,267381,6,2017-04-01,260.0
48,"RHYDER, CoolKid, BAN",Chịu Cách Mình Nói Thua,RHYDER,6,42,32,265843,6,2023-11-22,182.0
49,PC,10 Ngàn Năm,12 trái lê,27,40,108,265424,6,2019-12-21,240.0
50,"JSOL, Hoàng Duyên",Sài Gòn Hôm Nay Mưa,Universal Music Indochina,3,44,162,256349,6,2021-05-29,247.0
51,"14 Casper, Bon Nghiêm",bao tiền một mớ bình yên?,DANDERLÉON,9,48,167,253626,6,2023-03-03,300.0
52,"JustaTee, BigDaddy",2AM,WM Vietnam,18,66,114,252589,6,2022-05-10,258.0
53,Sơn Tùng M-TP,Âm Thầm Bên Em,Universal Music Indochina Distributed Labels,34,45,193,247293,6,2017-04-01,293.0
54,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),BIGHIT MUSIC,2,53,40,243868,6,2023-10-02,202.0
55,"Karik, GDucky",Bạn Đời,WM Vietnam,5,46,40,243516,6,2023-10-04,301.0
56,Andree Right Hand,Chơi Như Tụi Mỹ,$maker Music,4,49,59,240678,6,2022-12-30,161.0
57,"HIEUTHUHAI, Negav, Kewtiie",ngủ một mình (tình rất tình),M Music Records,2,68,81,239503,6,2022-12-15,192.0
58,"Kai Đinh, GREY D, Hoàng Thùy Linh",Trái đất ôm Mặt trời,Yin Yang Media,8,55,28,238513,6,2023-12-18,195.0
59,HIEUTHUHAI,Nghe Như Tình Yêu,M Music Records,46,67,146,236085,6,2021-07-09,193.0
60,"JustaTee, Phương Ly",Thằng Điên,NGUYEN THANH TUAN,2,51,100,235875,6,2022-07-11,234.0
61,Low G,Simp Gái 808,Rap Nhà Làm,9,85,38,234922,6,2023-10-18,162.0
62,"Obito, Shiki, RPT MCK",Đánh Đổi,12 trái lê,7,50,39,234566,6,2023-10-10,227.0
63,RPT MCK,Anh Đã Ổn Hơn,N0L4B3L,3,57,70,232252,6,2023-03-02,194.0
64,HIEUTHUHAI,NOLOVENOLIFE,M Music Records,24,59,38,231417,6,2023-10-16,171.0
65,"RPT Orijinn, Ronboogz",Don't Côi,Rapital,3,62,80,230282,6,2022-11-20,149.0
66,Đức Phúc,Ngày Đầu Sau Chia Tay,Duc Phuc,56,56,2,227788,6,2024-06-20,276.0
67,"Wren Evans, itsnk",Phóng Đổ Tim Em,Universal Music Indochina,9,47,29,227013,6,2023-12-17,134.0
68,T.R.I,Ánh Sao Và Bầu Trời,Yin Yang Media,1,54,139,225562,6,2021-09-10,261.0
69,UMIE,Không Yêu Xin Đừng Nói - Piano Version,LOOPS Music,37,63,70,222733,6,2022-01-22,244.0
70,"Vũ Phụng Tiên, DT Tập Rap, Drum7",Lệ Lưu Ly,Big Arts Entertainment,6,61,41,216410,6,2023-09-20,201.0
71,"52Hz, RIO",ĐỢI (Prod. RIO),DAO Entertainment,13,43,26,216162,6,2023-12-15,197.0
72,"SUNI Hạ Linh, Hoàng Dũng, GREY D, Orange, tlinh",có hẹn với thanh xuân,Universal Music Indochina Distributed Labels,27,60,101,216089,6,2022-07-24,222.0
73,Da LAB,Thức Giấc,Yin Yang Media,1,70,156,215587,6,2021-07-14,269.0
74,"Shartnuss, Tr.D, Phankeo",Nắng có mang em về,MaiDao Music,44,52,21,215232,6,2023-10-21,254.0
75,"The Masked Singer, Lâm Bảo Ngọc, Hứa Kim Tuyền",Rồi Em Sẽ Gặp Một Chàng Trai Khác,THE MASKED SINGER,11,64,33,215132,6,2023-11-12,304.0
76,ILLIT,Magnetic,BELIFT LAB,5,58,15,215121,6,2024-03-25,161.0
77,Ronboogz,Lan Man,MaiDao Music,33,74,64,209156,6,2023-03-25,216.0
78,"Changg, Minh Huy",Em Không Hiểu,Universal Music Indochina Distributed Labels,27,65,157,206331,6,2021-06-28,237.0
79,"RPT MCK, tlinh",Chỉ Một Đêm Nữa Thôi,N0L4B3L,9,72,70,199849,6,2023-03-02,142.0
80,"Kuun Đức Nam, Linh Thộn",Tình cờ yêu em,MaiDao Music,12,69,45,199435,6,2023-06-10,258.0
81,"Lou Hoàng, Miu Lê",Yêu Một Người Có Lẽ,Onlyc Entertainment,33,80,132,198743,6,2016-03-07,254.0
82,"14 Casper, Bon Nghiêm, buitruonglinh",một đời,DANDERLÉON,62,77,14,195138,6,2023-03-03,328.0
83,Lynk Lee,Buồn Thì Cứ Khóc Đi,Lynk Lee,10,92,236,194330,6,2019-12-13,222.0
84,RM,LOST!,BIGHIT MUSIC,1,146,6,192712,6,2024-05-24,233.0
85,"PC, Dick, tofutns",Ghé Qua,12 trái lê,64,79,198,189303,6,2017-12-08,237.0
86,"MONSTAR, GREY D, NICKY, VƯƠNG BÌNH",tình yêu chậm trễ,Yin Yang Media,46,81,82,185370,6,2021-08-01,245.0
87,"buitruonglinh, Vũ Phụng Tiên",Em Không Khóc (feat. Vũ Phụng Tiên),Yin Yang Media,62,82,89,185304,6,2022-03-28,270.0
88,"Wren Evans, itsnk",Tò Te Tí,Universal Music Indochina,3,87,29,184292,6,2023-12-17,195.0
89,"Kai Đinh, MIN, Hoàng Dũng",điều vô tri nhất,Yin Yang Media,89,-1,1,183713,6,2024-06-25,230.0
90,"MONO, Onionn.",Em Xinh,M Music Records,10,86,27,180255,6,2023-11-30,183.0
91,Billie Eilish,BIRDS OF A FEATHER,Darkroom/Interscope Records,86,103,7,179725,6,2024-05-17,210.0
92,"Madihu, Low G",Có Em,NGUYEN CHI PHONG,4,93,115,179588,6,2022-04-22,219.0
93,Vũ Cát Tường,Mơ,Universal Music Indochina Distributed Labels,86,116,97,176956,6,2016-01-01,262.0
94,LISA,Rockstar - Extended,Lloud Co./RCA Records,94,-1,1,176869,6,2024-06-27,165.0
95,GREY D,dự báo thời tiết hôm nay mưa,M Music Records,7,91,85,176578,6,2022-11-22,281.0
96,"Đen, JustaTee",Đi Về Nhà,Đen,3,89,185,176268,6,2020-12-20,200.0
97,Sơn Tùng M-TP,Có Chắc Yêu Là Đây,Universal Music Indochina Distributed Labels,1,71,159,175846,6,2020-07-06,202.0
98,"W/N, ERIK, Nau","3107 4 (feat. Erik, Nâu)",Universal Music Indochina Distributed Labels,24,94,64,175497,6,2022-07-31,214.0
99,"W/N, Duongg, Nau, titie",3107 3,Universal Music Indochina Distributed Labels,1,90,153,175491,6,2021-07-31,240.0
100,Dhruv,double take,Little Worry/RCA Records,8,96,165,175251,6,2022-01-21,172.0
101,Myra Trần,Anh Chưa Thương Em Đến Vậy Đâu,Sony Music Entertainment,6,97,78,174637,6,2023-01-04,271.0
102,"W/N, Duongg, Nâu",3 1 0 7 (feat. Duongg & Nâu),"HONG AN ENTERTAIMENT,.JSC",11,102,204,172666,6,2020-05-11,235.0
103,"Wren Evans, itsnk",bé ơi từ từ,Universal Music Indochina,8,106,29,171476,6,2023-12-17,201.0
104,BABYMONSTER,FOREVER,YG Entertainment,104,-1,1,167708,6,2024-07-01,213.0
105,"W/N, Tezzy, Tien",Crush 2,RioX Records,61,83,106,167119,6,2019-12-07,120.0
106,"Đen, Phương Anh Đào",Lối Nhỏ,Đen,1,117,245,166934,6,2019-10-21,253.0
107,"tlinh, Trung Trần",Thích Quá Rùi Nà,Universal Music Indochina Distributed Labels,34,95,198,166918,6,2023-07-14,178.0
108,"Andree Right Hand, Wxrdie, Bình Gold, 2pillz",Em iu,$maker Music,18,118,58,166749,6,2022-01-30,180.0
109,Thịnh Suy,Chết Trong Em,InQ International,4,114,88,165454,6,2022-11-17,257.0
110,aespa,Supernova,SM Entertainment,15,98,8,165399,6,2024-05-27,179.0
111,"Đen, Friends",FRIENDSHIP,Đen,111,-1,1,165295,6,2024-06-25,295.0
112,buitruonglinh,Yêu Người Có Ước Mơ,LOOPS Music,83,126,64,164714,6,2022-12-26,296.0
113,"MANBO, HIEUTHUHAI, HURRYKNG",Hẹn Gặp Em Dưới Ánh Trăng,Gerdnang,113,167,16,164111,6,2020-09-25,222.0
114,"Orange, Hoàng Dũng",Khi Em Lớn,Orange,4,105,158,163224,6,2021-04-20,228.0
115,"GREY D, Orange, Kai Đinh",lời tạm biệt chưa nói,Universal Music Indochina Distributed Labels,22,101,102,162480,6,2022-07-24,259.0
116,Andiez,Suýt Nữa Thì...,MaiDao Music,82,107,104,161761,6,2018-08-13,281.0
117,Sơn Tùng M-TP,Buông Đôi Tay Nhau Ra,Universal Music Indochina Distributed Labels,73,100,53,161387,6,2017-04-01,227.0
118,"Obito, Shiki, Lăng LD",Đầu Đường Xó Chợ,12 trái lê,39,99,35,160680,6,2023-10-10,185.0
119,"RPT MCK, Trung Trần",Thôi Em Đừng Đi,N0L4B3L,8,104,70,159257,6,2023-03-02,173.0
120,Low G,Tán Gái 505,Rap Nhà Làm,65,122,59,158071,6,2021-05-31,156.0
121,Andiez,Chờ Đợi Có Đáng Sợ,Yin Yang Media,76,115,107,157511,6,2020-07-20,283.0
122,"MONSTAR, GREY D, VƯƠNG BÌNH",có hẹn với thanh xuân,Yin Yang Media,5,119,155,157230,6,2021-08-01,218.0
123,WEAN,BADBYE,WEAN,50,158,19,156516,6,2023-06-09,203.0
124,"Chillies, SUNI Hạ Linh, Rhymastic",Cứ Chill Thôi,WM Vietnam,5,88,182,155875,6,2020-07-11,270.0
125,"Vũ., Hà Anh Tuấn",Dành Hết Xuân Thì Để Chờ Nhau,WM Vietnam,13,121,16,153299,6,2024-03-14,288.0
126,"Puppy, Dangrangto",Wrong Times,MaiDao Music,73,120,35,153207,6,2023-05-17,211.0
127,"Lee Young Ji, D.O.",Small girl (feat. D.O.),MAINSTREAM,127,-1,1,150501,6,2024-06-21,190.0
128,"Coldzy, Minsicko, tlinh",FEVER,The First Management,76,76,4,149874,6,2024-06-03,260.0
129,Sabrina Carpenter,Please Please Please,Island Records,83,124,4,149777,6,2024-06-06,186.0
130,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Artist Partner,71,132,205,149121,6,2015-11-05,218.0
131,Da LAB,Thanh Xuân,Sony Music Entertainment,1,135,306,148405,6,2018-08-24,221.0
132,"ANH TRAI ""SAY HI"", Anh Tú, JSOL, ERIK, Dương Domic, Phạm Anh Duy","SÓNG VỖ VỠ BỜ (feat. Anh Tú, JSOL, ERIK, Dương Domic & Phạm Anh Duy)",Anh Trai Say Hi,132,-1,1,148223,6,2024-06-24,323.0
133,Thịnh Suy,tiny love,Yin Yang Media,3,140,135,148197,6,2021-12-05,158.0
134,"BigDaddy, Emily",Ngõ Chạm,LOOPS Music,41,153,48,148024,6,2023-08-03,232.0
135,Wren Evans,Thích Em Hơi Nhiều,Universal Music Indochina,1,112,159,147725,6,2021-06-18,172.0
136,Ronboogz,Nói Dối,MaiDao Music,79,108,35,147104,6,2022-12-12,206.0
137,"Obito, Shiki",Tell the kids i love them,12 trái lê,30,137,38,146783,6,2023-10-10,224.0
138,"W/N, Duongg, Nau",3 1 0 7 - 2 (feat. DuongG & Nau),GUM GROUP,27,138,175,145948,6,2021-02-04,269.0
139,Thịnh Suy,Mai Mình Xa,InQ International,85,134,12,144642,6,2019-12-20,191.0
140,Ariana Grande,intro (end of the world),Republic Records,13,123,17,143895,6,2024-03-08,92.0
141,"Andree Right Hand, RHYDER, WOKEUP",Dân Chơi Sao Phải Khóc,$maker Music,16,141,26,143467,6,2024-01-05,211.0
142,Ariana Grande,we can't be friends (wait for your love),Republic Records,17,128,17,143225,6,2024-03-08,229.0
143,"An Vũ, Sino",Chàng Trai Bất Tử,Yin Yang Media,56,142,22,143007,6,2024-01-11,233.0
144,Đạt G,Thêm Bao Nhiêu Lâu,12 trái lê,141,147,6,142684,6,2020-01-01,302.0
145,SZA,Kill Bill,Top Dawg Entertainment/RCA Records,6,129,74,142653,6,2022-12-08,154.0
146,Vũ.,Lạ Lùng,WM Vietnam,17,130,326,142642,6,2016-12-24,262.0
147,"Ngọt, Đen",Cho Tôi Lang Thang,Ngọt,35,143,214,141865,6,2018-03-27,259.0
148,aespa,Armageddon,SM Entertainment,30,110,6,140581,6,2024-05-27,196.0
149,Taylor Swift,Cruel Summer,Taylor Swift,5,139,62,140111,6,2019-08-23,178.0
150,Thắng,Xin Lỗi,Thắng,5,159,59,139853,6,2023-04-30,127.0
151,Hà Anh Tuấn,Tháng Tư Là Lời Nói Dối Của Em,Yin Yang Media,49,148,31,136873,6,2021-06-01,310.0
152,Thịnh Suy,Thắc Mắc?,InQ International,110,125,30,136746,6,2019-01-01,206.0
153,"Đen, MIN",Bài Này Chill Phết,Đen,1,145,266,136529,6,2019-01-01,276.0
154,NewJeans,Supernatural,ADOR,73,73,2,135574,6,2024-06-21,191.0
155,Ronboogz,Anh Chỉ Muốn,MaiDao Music,77,113,25,134069,6,2023-10-18,168.0
156,"Karik, Thai VG",Nhật Ký Vào Đời,WM Vietnam,75,75,2,133763,6,2024-06-20,242.0
157,B Ray,Cao Ốc 20,Great Entertainment,128,169,12,133338,6,2023-05-16,255.0
158,"Andiez, AMEE",Anh Đánh Rơi Người Yêu Này,MaiDao Music,19,131,87,133059,6,2019-07-15,218.0
159,"Tùng TeA, PC, TaynguyenSound",Già Cùng Nhau Là Được,12 trái lê,70,176,116,132816,6,2018-11-13,231.0
160,"HIEUTHUHAI, Phương Ly",Xoay Một Vòng,M Music Records,160,-1,1,132585,6,2024-06-06,147.0
161,Vũ.,Bước Qua Mùa Cô Đơn,WM Vietnam,1,165,186,131560,6,2022-09-09,279.0
162,"Tóc Tiên, Touliver",Có Ai Thương Em Như Anh,Yin Yang Media,20,151,109,130633,6,2018-01-01,231.0
163,"2T, Văn",Liệu Giờ,LOOPS Music,22,164,200,130093,6,2019-04-14,259.0
164,buitruonglinh,Dù Cho Mai Về Sau - Acoustic Version,Yin Yang Media,59,149,137,129591,6,2020-01-12,213.0
165,Nguyễn Minh Xuân Ái,Là Từ Lúc,AD Ent,97,160,14,128969,6,2021-01-01,267.0
166,Rhymastic,Nến Và Hoa,WM Vietnam,2,162,212,128767,6,2018-08-19,166.0
167,Thắng,Trước Khi Em Tồn Tại,Thắng,22,168,59,128695,6,2023-04-30,194.0
168,"Wxrdie, Andree Right Hand, Machiot",TETVOVEN,M Music Records,39,144,31,128572,6,2023-12-03,197.0
169,RPT MCK,Tại Vì Sao,N0L4B3L,3,150,93,128416,6,2023-03-02,203.0
170,buitruonglinh,Dù Cho Mai Về Sau,Yin Yang Media,10,163,172,128217,6,2020-11-17,234.0
171,BABYMONSTER,SHEESH,YG Entertainment,45,188,14,128107,6,2024-04-01,170.0
172,"PhucXp, Freak D",Như Anh Đã Thấy Em,MaiDao Music,33,166,80,128041,6,2022-05-20,302.0
173,"Kai Đinh, MIN, GREY D",để tôi ôm em bằng giai điệu này,Yin Yang Media,18,173,80,127960,6,2022-12-22,265.0
174,Tommy Richman,MILLION DOLLAR BABY,PULSE Records,84,154,8,127266,6,2024-04-26,155.0
175,Vũ Cát Tường,Vết Mưa,Universal Music Indochina Distributed Labels,57,179,34,126329,6,2014-01-01,210.0
176,Thịnh Suy,Chuyện Rằng,Yin Yang Media,5,172,204,126274,6,2020-08-08,272.0
177,Phan Mạnh Quỳnh,"Sau Lời Từ Khước (Theme Song From ""MAI"")",Yin Yang Media,3,111,20,125519,6,2024-02-14,250.0
178,"HIEUTHUHAI, Harmonie",Bật Nhạc Lên,GERDNANG,59,-1,191,125199,6,2020-06-12,200.0
179,"Masew, B Ray, REDT, Ý Tiên",Lửng Lơ,SKY Music JSC,113,170,82,124826,6,2019-04-01,267.0
180,"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),Columbia,178,178,2,124357,6,2024-05-23,141.0
181,BABYMONSTER,LIKE THAT,YG Entertainment,110,189,10,123983,6,2024-04-01,168.0
182,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,-1,104,123161,6,2021-07-27,142.0
183,aespa,Drama,SM Entertainment / Warner Records,51,184,12,122221,6,2023-11-10,215.0
184,Chillies,Mascara,WM Vietnam,3,136,180,122218,6,2021-05-05,293.0
185,Mitski,My Love Mine All Mine,Dead Oceans,30,174,39,122209,6,2023-09-15,138.0
186,"Taylor Swift, Post Malone",Fortnight (feat. Post Malone),Taylor Swift,2,171,11,122199,6,2024-04-18,229.0
187,"D Blue, Killic",Chỉ Còn Ta Và Ta Giữa Trời,12 trái lê,173,194,9,121952,6,2020-05-30,187.0
188,JustaTee,Đã Lỡ Yêu Em Nhiều,NGUYEN THANH TUAN,36,177,82,120612,6,2022-07-11,261.0
189,"Obito, Seachains",Simple Love,12 trái lê,155,155,31,120172,6,2022-11-29,214.0
190,Đức Phúc,Cũng Đành Thôi,Đức Phúc Official,63,-1,131,119389,6,2016-01-01,273.0
191,The Masked Singer,Khóa Ly Biệt,THE MASKED SINGER,53,191,34,117905,6,2023-11-05,312.0
192,"Tăng Duy Tân, Hoà Minzy",Bật Tình Yêu Lên,Big Arts Entertainment,4,180,70,117614,6,2023-02-14,204.0
193,Bùi Anh Tuấn,Thuận Theo Ý Trời,Sky Music Jsc,62,-1,88,117234,6,2019-11-28,237.0
194,The Weeknd,Die For You,Universal Republic Records,49,200,77,116732,6,2016-11-24,260.0
195,Tama,Ngày Em Đẹp Nhất,Tama,104,195,49,115727,6,2023-04-07,303.0
196,"Rapital, Groovie Lã Thắng, tlinh, RPT MCK",XTC (Xích Thêm Chút) (Remix),M Music Records,87,185,157,114542,6,2021-06-21,244.0
197,HYBS,Tip Toe,JUICEY,52,190,32,114356,6,2023-06-20,225.0
198,"Rayo, Huỳnh Văn",Cẩm Tú Cầu,RayO,187,-1,3,114322,6,2024-03-08,266.0
199,"Đen, Linh Cáo",Đưa Nhau Đi Trốn - Chill Version,Đen,81,-1,79,114290,6,2015-09-11,242.0
200,Kiều Chi,Anh Thôi Nhân Nhượng - Cover,ZuongZero Entertainment,200,-1,1,114252,6,2024-06-01,286.0
1,Jimin,Who,BIGHIT MUSIC,1,1,2,3711456,7,2024-07-19,171.0
2,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,1,2,55,1765668,7,2023-11-03,184.0
3,Jung Kook,Standing Next to You,BIGHIT MUSIC,1,3,38,1525412,7,2023-11-03,206.0
4,Sơn Tùng M-TP,Đừng Làm Trái Tim Anh Đau,Universal Music Indochina Distributed Labels,1,5,8,949740,7,2024-06-08,279.0
5,V,Love Me Again,BIGHIT MUSIC,2,6,51,750574,7,2023-08-11,182.0
6,"ANH TRAI ""SAY HI"", RHYDER, Dương Domic, Pháp Kiều","HÀO QUANG (feat. RHYDER, Dương Domic & Pháp Kiều)",Anh Trai Say Hi,6,9,3,637708,7,2024-07-15,245.0
7,Rhymastic,Lặng,Universal Music Indochina Distributed Labels,7,13,4,631748,7,2024-07-09,139.0
8,"HIEUTHUHAI, marzuz",Exit Sign,M Music Records,8,12,42,569702,7,2023-10-16,202.0
9,"CoolKid, RHYDER",Sau Cơn Mưa,MaiDao Music,8,15,48,544143,7,2023-07-28,155.0
10,"Jimin, Loco",Smeraldo Garden Marching Band (feat. Loco),BIGHIT MUSIC,1,4,5,533062,7,2024-07-19,183.0
11,Lou Hoàng,Ngày Đẹp Trời Để Nói Chia Tay,WM Vietnam,4,11,7,520116,7,2024-06-13,220.0
12,Khiem,Yên Bình Có Quá Đắt Không,Universal Music Indochina Distributed Labels,12,19,4,420390,7,2024-06-23,248.0
13,"Shiki, Obito",1000 Ánh Mắt,12 trái lê,8,18,5,414459,7,2024-06-27,152.0
14,V,FRI(END)S,BIGHIT MUSIC,1,16,20,413671,7,2024-03-15,148.0
15,Sơn Tùng M-TP,Chúng Ta Của Tương Lai,Universal Music Indochina Distributed Labels,1,20,21,406904,7,2024-03-08,250.0
16,"Emcee L (Da LAB), Da LAB, Muộii (Starry Night)",Chuyện Đôi Ta (feat. Muộii),Yin Yang Media,3,25,139,400565,7,2021-12-01,208.0
17,"Wren Evans, itsnk",Từng Quen,Universal Music Indochina,1,26,40,400323,7,2023-12-17,175.0
18,"ANH TRAI ""SAY HI"", Quang Hùng MasterD, Negav, Công Dương, NICKY","CATCH ME IF YOU CAN (feat. Quang Hùng MasterD, Negav, Công Dương & Nicky)",Anh Trai Say Hi,11,17,4,395983,7,2024-07-08,256.0
19,"GREY D, tlinh",vaicaunoicokhiennguoithaydoi,M Music Records,2,27,111,390862,7,2022-06-20,226.0
20,HIEUTHUHAI,Không Thể Say,M Music Records,7,23,67,389551,7,2023-10-16,228.0
21,Vũ Cát Tường,Từng Là,Universal Music Indochina Distributed Labels,2,21,22,388548,7,2024-03-01,253.0
22,"Obito, Shiki, VSTRA",Hà Nội,12 trái lê,10,35,43,371233,7,2023-10-10,166.0
23,"ANH TRAI ""SAY HI"", HIEUTHUHAI, JSOL, Ali Hoàng Dương, Vũ Thịnh","LOVE SAND (feat. HIEUTHUHAI, JSOL, Ali Hoàng Dương & Vũ Thịnh)",Anh Trai Say Hi,23,29,4,365199,7,2024-07-08,235.0
24,Trung Tu,Vừa Hận Vừa Yêu,Universal Music Indochina Distributed Labels,24,30,3,358968,7,2024-06-25,157.0
25,Minh Huy,Miên Man,LOOPS Music,11,38,48,357016,7,2022-06-24,198.0
26,W/N,id 072019,Universal Music Indochina Distributed Labels,3,34,53,356337,7,2023-07-31,272.0
27,"VSOUL, RPT MCK, Obito, Ronboogz, Boyzed","Buồn Hay Vui (feat. RPT MCK, Obito, Ronboogz & Boyzed)",12 trái lê,3,33,32,352992,7,2023-12-25,292.0
28,"Vũ., Dear Jane",Những Lời Hứa Bỏ Quên,WM Vietnam,1,31,33,352210,7,2023-12-14,236.0
29,"SOOBIN, tlinh",Ai Mà Biết Được (feat. tlinh),WDND,9,24,6,348792,7,2024-06-25,240.0
30,Olew,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,LOOPS Music,8,36,80,342046,7,2023-01-02,279.0
31,Ronboogz,nhắn nhủ,MaiDao Music,14,43,33,338399,7,2023-12-12,241.0
32,"14 Casper, Bon Nghiêm, buitruonglinh",một đời,DANDERLÉON,32,64,18,336341,7,2023-03-03,328.0
33,Sơn Tùng M-TP,Chúng Ta Của Hiện Tại,Universal Music Indochina Distributed Labels,1,28,189,332464,7,2020-12-20,302.0
34,"tlinh, 2pillz",nếu lúc đó,Universal Music Indochina Distributed Labels,1,37,74,331988,7,2023-08-16,264.0
35,"Da LAB, Phương Ly",Chạy Khỏi Thế Giới Này,LOOPS Music,11,39,109,320734,7,2022-06-30,255.0
36,"Emcee L (Da LAB), Da LAB, Badbies",Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),Yin Yang Media,5,41,188,318767,7,2020-12-29,234.0
37,PC,10 Ngàn Năm,12 trái lê,27,40,112,314289,7,2019-12-21,240.0
38,"Puppy, Dangrangto",Wrong Times,MaiDao Music,38,65,39,313670,7,2023-05-17,211.0
39,"Madihu, Vũ.",Vì Anh Đâu Có Biết,WM Vietnam,2,47,104,306210,7,2022-08-04,242.0
40,"WEAN, tlinh",shhhhhhh..,WEAN,9,46,43,304684,7,2023-10-07,231.0
41,"JustaTee, BigDaddy",2AM,WM Vietnam,18,48,118,303559,7,2022-05-10,258.0
42,"Low G, Thắng",An Thần,Rap Nhà Làm,2,45,145,303269,7,2021-10-21,174.0
43,LISA,Rockstar,Lloud Co./RCA Records,8,32,5,302362,7,2024-06-27,138.0
44,Jimin,Be Mine,BIGHIT MUSIC,7,7,2,299179,7,2024-07-19,207.0
45,Low G,Simp Gái 808,Rap Nhà Làm,9,56,42,296946,7,2023-10-18,162.0
46,"RHYDER, CoolKid, BAN",Chịu Cách Mình Nói Thua,RHYDER,6,53,36,294219,7,2023-11-22,182.0
47,Sơn Tùng M-TP,Muộn Rồi Mà Sao Còn,Universal Music Indochina Distributed Labels,1,42,171,292780,7,2021-04-29,276.0
48,"RPT MCK, Trung Trần",Chìm Sâu,N0L4B3L,1,52,127,292199,7,2023-03-02,156.0
49,"DMT, Dangrangto, TeuYungBoy, summerdayy, Rocky CDE",Ổ Quỷ,Smiley Panda,15,44,14,291228,7,2024-02-05,179.0
50,HIEUTHUHAI,NOLOVENOLIFE,M Music Records,24,49,42,290394,7,2023-10-16,171.0
51,Kha,Hư không,MaiDao Music,22,50,29,283627,7,2023-12-14,355.0
52,"Jimin, Sofia Carson",Slow Dance (feat. Sofia Carson),BIGHIT MUSIC,8,8,2,280709,7,2024-07-19,188.0
53,Wren Evans,Để Ý,Universal Music Indochina Distributed Labels,10,51,7,274752,7,2024-06-13,159.0
54,"MANBO, HIEUTHUHAI, HURRYKNG",Hẹn Gặp Em Dưới Ánh Trăng,Gerdnang,54,54,20,272536,7,2020-09-25,222.0
55,Vũ Cát Tường,Mơ,Universal Music Indochina Distributed Labels,55,74,101,272168,7,2016-01-01,262.0
56,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,11,63,58,272091,7,2023-06-23,245.0
57,Jimin,Closer Than This,BIGHIT MUSIC,3,10,13,266864,7,2024-07-19,223.0
58,"14 Casper, Bon Nghiêm",bao tiền một mớ bình yên?,DANDERLÉON,9,67,171,265286,7,2023-03-03,300.0
59,"RPT Orijinn, Ronboogz",Don't Côi,Rapital,3,80,84,258190,7,2022-11-20,149.0
60,"ANH TRAI ""SAY HI"", Quân A.P, HURRYKNG, Hùng Huỳnh","ĐẦU ĐỘI SỪNG (feat. Quân A.P, HURRYKNG & Hùng Huỳnh)",Anh Trai Say Hi,60,61,3,256458,7,2024-07-15,214.0
61,SOOBIN,giá như,WDND,13,60,16,251754,7,2024-06-25,223.0
62,"JSOL, Hoàng Duyên",Sài Gòn Hôm Nay Mưa,Universal Music Indochina,3,57,166,246032,7,2021-05-29,247.0
63,HIEUTHUHAI,Nghe Như Tình Yêu,M Music Records,46,62,150,245159,7,2021-07-09,193.0
64,"HIEUTHUHAI, Negav, Kewtiie",ngủ một mình (tình rất tình),M Music Records,2,59,85,244885,7,2022-12-15,192.0
65,"JustaTee, Phương Ly",Thằng Điên,NGUYEN THANH TUAN,2,70,104,244271,7,2022-07-11,234.0
66,T.R.I,Ánh Sao Và Bầu Trời,Yin Yang Media,1,73,143,241140,7,2021-09-10,261.0
67,Sơn Tùng M-TP,Âm Thầm Bên Em,Universal Music Indochina Distributed Labels,34,68,197,239166,7,2017-04-01,293.0
68,"PC, Dick, tofutns",Ghé Qua,12 trái lê,64,86,202,236919,7,2017-12-08,237.0
69,UMIE,Không Yêu Xin Đừng Nói - Piano Version,LOOPS Music,37,77,74,233231,7,2022-01-22,244.0
70,"52Hz, RIO",ĐỢI (Prod. RIO),DAO Entertainment,13,78,30,232128,7,2023-12-15,197.0
71,RPT MCK,Anh Đã Ổn Hơn,N0L4B3L,3,75,74,231883,7,2023-03-02,194.0
72,"Obito, Shiki, RPT MCK",Đánh Đổi,12 trái lê,7,76,43,231432,7,2023-10-10,227.0
